100                       Inf       
214                       238.956651
335                       234.972118
453                       231.342514
570                       229.449134
687                       229.112209
803                       228.902741
920                       228.748072
1036                      228.593404
1149                      228.397997
1263                      228.239563
1363                      228.081130
1478                      227.522429
1605                      227.522429
1731                      227.349866
1852                      227.211570
1974                      227.104286
2074                      226.997003
2197                      226.797986
2325                      226.661460
2445                      226.524934
2569                      226.419024
2687                      226.313113
2803                      226.129000
2922                      226.023089
3038                      225.917179
3137                      225.917179
3235                      225.917179
3332                      225.917179
3428                      225.917179
3518                      225.917179
