100                       Inf       
219                       55.5960448
319                       49.7688011
419                       48.2148315
519                       37.9871561
632                       33.5337890
757                       33.5337890
857                       30.1737508
957                       29.0528682
1057                      28.3630939
1163                      27.4998673
1263                      27.3975408
1378                      27.0459386
1496                      26.9182577
1610                      26.7905767
1710                      26.5835155
1830                      26.4938229
1930                      26.2867618
2047                      26.1590808
2164                      26.0797006
2282                      26.0003204
2394                      25.9209402
2492                      25.8415600
2606                      25.7621798
2712                      25.6827996
2805                      25.6827996
2902                      25.6827996
2995                      25.6827996
3094                      25.6827996
3181                      25.6827996
3272                      25.6827996
3354                      25.6827996
3435                      25.6827996
3513                      25.6827996
3583                      25.6827996
3648                      25.6827996
3711                      25.6827996
