100                       Inf       
254                       561.451057
354                       533.751879
507                       522.395250
664                       514.288671
817                       506.127805
972                       497.966938
1125                      481.712016
1279                      471.891747
1427                      468.949616
1571                      466.007485
1717                      463.666946
1861                      460.981281
1961                      457.652013
2109                      456.053218
2259                      453.183982
2406                      451.290602
2558                      449.397222
2711                      447.503841
2861                      445.610461
3008                      444.071434
3157                      443.734509
3307                      443.397584
3458                      443.060660
3606                      442.723735
3706                      442.453716
3806                      441.385098
3932                      440.648346
4084                      440.648346
4239                      440.159763
4393                      439.202441
4493                      439.032086
4647                      438.639365
4796                      438.469010
4948                      438.298656
5097                      438.162130
5248                      438.025604
5399                      437.889078
5550                      437.752552
5644                      437.646641
5791                      437.361326
5940                      437.255415
6088                      437.149504
6234                      437.043594
6383                      436.937683
6531                      436.831773
6673                      436.725862
6807                      436.619952
6898                      436.541749
7043                      436.463546
7187                      436.385343
7328                      436.307140
7467                      436.228938
7601                      436.150735
7685                      436.072532
7820                      435.837924
7952                      435.837924
8081                      435.837924
8208                      435.837924
8330                      435.837924
8462                      435.837924
8583                      435.837924
8690                      435.837924
8790                      435.837924
8902                      435.837924
9017                      435.837924
9112                      435.837924
9205                      435.837924
9299                      435.837924
9394                      435.837924
9484                      435.837924
9567                      435.837924
9649                      435.837924
9733                      435.837924
9810                      435.837924
9889                      435.837924
9975                      435.837924
10053                     435.837924
10130                     435.837924
10210                     435.837924
10280                     435.837924
10355                     435.837924
10431                     435.837924
10504                     435.837924
10576                     435.837924
10637                     435.837924
10707                     435.837924
10775                     435.837924
10834                     435.837924
10902                     435.837924
10968                     435.837924
11032                     435.837924
11096                     435.837924
11156                     435.837924
11221                     435.837924
11281                     435.837924
11337                     435.837924
11398                     435.837924
11457                     435.837924
11510                     435.837924
11571                     435.837924
11624                     435.837924
11677                     435.837924
11736                     435.837924
11785                     435.837924
11841                     435.837924
11893                     435.837924
11949                     435.837924
12007                     435.837924
12055                     435.837924
12115                     435.837924
12169                     435.837924
12221                     435.837924
12270                     435.837924
12327                     435.837924
12385                     435.837924
12434                     435.837924
12477                     435.837924
12522                     435.837924
12579                     435.837924
12633                     435.837924
12682                     435.837924
12736                     435.837924
12793                     435.837924
12843                     435.837924
12891                     435.837924
12941                     435.837924
12985                     435.837924
13034                     435.837924
13080                     435.837924
13126                     435.837924
13178                     435.837924
13225                     435.837924
13275                     435.837924
13324                     435.837924
13379                     435.837924
13432                     435.837924
13484                     435.837924
13533                     435.837924
13572                     435.837924
13610                     435.837924
13654                     435.837924
13701                     435.837924
13752                     435.837924
13798                     435.837924
13852                     435.837924
13899                     435.837924
13952                     435.837924
14002                     435.837924
14043                     435.837924
14093                     435.837924
14140                     435.837924
14188                     435.837924
14234                     435.837924
14279                     435.837924
