100            345.296
163            191.483
228            191.483
298            191.483
368            191.483
436            191.483
507            176.466
580            176.466
644            176.466
703            155.408
770            147.491
829            147.491
885            144.939
954            141.771
1010           141.771
1066           104.843
1121           104.78
1180           81.6425
1243           81.6425
1289           81.6425
1342           79.4069
1394           79.4069
1447           79.4069
1515           56.0272
1571           56.0272
1634           56.0272
1688           54.3479
1744           53.5835
1808           51.9912
1868           51.0138
1919           51.0138
1958           49.5632
2003           49.5632
2053           48.6972
2092           48.6972
2137           48.6972
2177           48.6972
2208           48.6972
2248           44.0718
2282           44.0718
2321           43.4181
2362           43.4181
2398           42.801
2441           40.5114
2470           40.2255
2502           40.2255
2545           36.6499
2571           35.3916
2598           34.4016
2631           34.1021
2663           34.1021
2702           34.0018
2737           33.3787
2770           33.0963
2811           32.7341
2836           32.3936
2858           32.3936
2885           32.3936
2912           32.3936
2936           32.3936
2962           32.3936
2993           32.1315
3017           32.1315
3037           31.689
3065           28.6305
3095           28.6305
3121           28.5134
3146           27.5743
3175           27.5635
3215           26.9859
3245           26.9859
3275           26.9859
3306           26.6546
3348           25.949
3379           25.949
3419           25.5489
3458           25.5489
3490           23.5263
3528           22.228
3556           22.0251
3577           22.0251
3610           21.5253
3644           21.5253
3672           19.0709
3703           19.0709
3740           18.8431
3771           18.8431
3811           17.8204
3851           17.8204
3880           17.7456
3911           17.4182
3945           17.4182
3959           17.4182
3984           17.3503
4015           17.3503
4042           17.081
4065           17.081
4091           16.9854
4121           16.9854
4137           16.9854
4173           16.6026
4192           16.4684
4223           16.4684
4253           16.4684
4278           16.4446
4298           16.4446
4309           16.4446
4332           16.3197
4344           16.3197
4354           16.3197
4363           16.3197
4383           16.1875
4397           16.1875
4408           16.1875
4417           16.1875
4435           16.1875
4454           16.1875
4466           16.1875
4476           16.1875
4486           16.1875
4490           16.1875
4500           16.1875
4513           16.1875
4528           16.098
4540           16.098
4556           16.098
4571           16.098
4587           16.098
4596           16.098
4614           16.098
4636           16.098
4650           16.098
4663           16.098
4672           16.098
4686           16.098
4697           16.098
4708           16.098
4718           16.098
